Area (sqft),Living Area (sqft),Bedrooms,Bathrooms,Garage,Age of House (years),Location Score,Price (INR),Number of Floors
3293,2317,5,3,1,19,7,17038500,2
1970,1697,3,3,0,12,2,10225000,4
1248,1072,5,3,0,22,10,7776000,3
844,729,2,3,1,29,4,4768000,2
2756,2126,4,2,1,21,3,13882000,4
3180,2816,1,1,1,1,10,15440000,1
895,756,2,2,1,20,8,5177500,1
2759,1999,2,3,0,18,7,13605500,4
2212,1744,1,2,0,8,3,10644000,1
2990,1903,3,1,0,9,4,14575000,4
2748,2103,3,3,1,16,4,13896000,3
3276,2224,3,2,1,9,10,16512000,4
2227,1525,4,2,1,19,7,11741500,3
627,399,2,1,1,12,8,3931500,2
2585,1828,5,3,0,19,4,13552500,4
2160,1607,1,3,0,24,8,10540000,2
657,512,2,1,1,29,1,3376500,1
2121,1466,3,1,0,0,9,11094500,3
896,750,1,1,0,1,7,4862000,4
2781,2103,5,1,0,16,4,14094500,2
2896,2291,2,3,0,12,8,14392000,3
3197,2184,2,3,1,16,10,15916500,3
1501,1267,4,2,0,27,2,7914500,1
2564,2018,2,2,0,29,8,12358000,1
1698,1458,2,2,0,12,10,8901000,3
2277,1475,5,3,0,16,6,12326500,3
3481,2486,5,3,1,18,7,17904500,4
1791,1135,1,3,0,26,7,8789500,3
1370,910,3,2,0,13,2,7305000,4
2126,1527,5,1,1,19,2,11137000,3
1978,1717,1,1,1,9,4,9571000,1
1848,1417,2,1,1,1,6,9546000,4
2154,1505,1,1,1,13,4,10283000,2
745,613,1,1,1,16,6,3982500,1
2583,1565,1,3,1,4,5,12843500,4
1864,1325,1,2,0,21,6,8968000,4
2507,1956,5,1,0,17,9,13091500,2
2991,2317,3,1,1,2,6,14969500,4
2372,1855,1,1,0,15,6,11174000,3
1658,1100,4,3,0,25,8,9161000,2
3349,2348,2,1,0,18,5,15760500,1
2648,2328,2,2,0,17,5,12826000,1
2619,2336,2,3,0,19,10,13105500,3
752,521,2,3,1,29,1,4204000,1
3076,2440,2,3,0,4,6,15262000,4
1107,744,1,1,0,7,1,5391500,4
1090,774,3,1,1,5,8,6455000,3
944,790,4,1,0,14,10,5868000,1
2535,1902,5,1,0,24,9,13077500,1
2361,2018,4,2,0,2,6,12484500,3
820,646,5,3,0,25,9,5740000,2
2538,2001,5,1,0,8,2,13061000,1
2542,1551,4,2,0,26,9,12969000,2
1322,1090,1,3,1,29,4,6619000,1
1127,1006,2,3,0,10,3,6221500,1
2122,1574,1,3,1,19,1,10269000,1
3488,2258,2,1,1,23,1,16236000,1
2264,2021,3,3,0,25,8,11588000,4
1080,742,5,1,0,22,2,6220000,2
2471,1785,4,2,0,13,1,12509500,2
2062,1285,3,3,1,22,2,10589000,1
2025,1282,2,2,1,8,3,10252500,1
944,627,1,1,1,9,4,4918000,2
644,492,4,1,0,29,9,4168000,4
2668,2047,5,1,1,14,7,13926000,3
2257,1764,3,3,0,17,5,11566500,3
2487,1927,5,3,0,20,5,13141500,2
2695,2017,2,2,1,18,6,13217500,1
2114,1777,5,1,1,6,1,11293000,1
3198,2814,1,2,0,18,6,15031000,4
2934,1997,3,1,1,4,6,14673000,3
1601,1023,3,1,1,20,5,8304500,4
1633,1188,1,2,0,17,10,8208500,3
3189,1938,5,1,1,26,9,16130500,2
2640,2283,1,2,1,0,10,13230000,3
3403,2286,4,3,0,11,10,17393500,4
873,667,1,2,0,5,5,4778500,4
1555,986,5,2,1,12,9,9257500,4
3247,2487,1,1,1,16,10,15441500,2
2379,1455,2,2,1,8,7,12045500,3
980,814,1,3,0,25,3,4960000,3
1952,1730,1,3,1,20,9,9884000,4
1078,746,5,3,0,0,10,7451000,3
2662,1803,4,3,0,11,7,13909000,1
1115,818,4,2,0,23,4,6357500,1
790,620,5,3,0,0,9,6105000,1
1791,1176,5,2,1,3,6,10349500,3
3268,2748,5,2,1,6,9,17086000,2
1760,1160,2,1,1,19,4,8690000,2
2801,1685,3,2,1,27,10,14014500,2
2011,1522,1,2,1,4,2,9919500,2
871,552,5,1,0,22,9,5629500,1
742,600,5,3,0,19,10,5559000,1
2512,1633,5,3,1,4,4,13674000,4
1692,1430,4,2,1,6,2,9344000,3
2894,2144,5,1,1,16,7,14903000,3
1387,1067,1,2,1,11,7,7221500,2
2726,1788,5,2,0,14,5,14137000,1
2281,1468,1,3,1,2,5,11524500,2
1222,964,2,1,0,16,8,6379000,4
3172,2146,3,2,0,13,6,15614000,3
3419,2447,4,3,1,14,1,17105500,3
1537,1143,1,2,0,14,4,7536500,2
1718,1149,2,3,1,14,1,8851000,4
1216,1019,3,1,0,18,5,6462000,3
1631,1438,3,2,0,10,5,8689500,4
666,485,3,1,0,17,4,3957000,4
790,691,1,3,0,20,9,4505000,2
3415,2953,2,1,0,9,8,16387500,1
1120,727,5,1,1,20,10,6990000,2
1589,1036,2,1,0,25,3,7600500,1
1740,1293,2,2,1,8,5,9070000,4
2914,2208,2,3,1,23,6,14303000,1
2234,1569,1,1,0,2,5,10763000,4
3132,2173,1,2,1,0,8,15344000,3
1787,1303,1,3,0,20,5,8791500,3
975,786,2,3,1,10,8,5937500,3
1252,782,1,3,1,15,10,6884000,2
1148,933,3,1,0,2,10,6726000,2
1697,1489,1,1,1,20,3,8036500,4
672,557,4,1,1,8,5,4664000,3
2955,1942,1,3,1,10,4,14347500,2
798,499,1,3,0,29,6,4211000,3
2381,1778,1,1,1,16,3,11194500,2
1171,1038,1,1,1,0,10,6419500,1
1390,1175,4,3,0,8,4,8095000,1
2238,1720,5,3,1,2,4,12481000,3
2431,1562,1,2,0,27,5,11349500,4
2455,1998,3,2,1,9,6,12617500,2
2110,1780,4,1,1,4,2,11065000,2
1774,1562,5,3,1,24,10,10253000,1
778,609,1,3,0,10,8,4601000,1
2844,2145,5,2,1,4,4,14968000,4
1334,1048,3,3,0,11,7,7633000,4
2736,2415,4,1,0,13,7,13802000,4
1398,1102,4,2,1,11,10,8321000,3
1387,939,5,3,1,18,2,8231500,1
3395,2684,1,3,0,8,7,16367500,3
808,698,2,1,1,27,1,4096000,1
1092,840,4,3,1,6,2,6844000,1
3312,2486,2,2,1,15,5,16004000,2
2257,1850,4,2,1,27,8,11766500,1
1331,1062,1,3,0,27,7,6699500,1
1729,1066,1,3,1,6,3,8860500,3
2205,1802,4,3,0,13,10,11962500,1
3345,2415,5,3,0,7,9,17462500,3
1193,1052,1,2,0,26,5,5798500,4
3499,3118,1,1,0,20,3,15995500,1
1815,1333,3,2,0,17,7,9477500,1
924,822,1,3,0,26,4,4738000,3
1578,1093,3,3,0,24,1,8171000,4
2349,1890,1,2,1,2,5,11630500,2
2450,1525,1,2,1,26,8,11755000,4
2090,1344,5,3,0,29,4,11125000,3
1493,1283,5,2,1,1,7,9098500,4
1990,1727,1,3,1,25,8,9905000,3
743,564,4,2,1,25,9,5043500,3
983,689,4,3,1,4,9,6743500,2
2863,2105,1,2,0,7,5,13693500,1
2971,2557,4,3,1,18,6,15259500,3
816,541,1,1,0,21,7,4102000,3
2115,1456,5,1,1,8,10,11707500,2
2830,2364,2,2,1,1,2,13965000,3
2917,2568,3,1,0,14,9,14396500,1
2090,1312,4,3,0,7,1,11115000,2
2235,1879,4,2,0,9,6,11777500,1
3114,2471,5,2,1,6,6,16243000,1
2952,1975,4,3,1,18,7,15224000,2
1767,1460,1,3,1,0,2,9101500,3
710,581,1,3,0,21,6,3975000,1
1613,1036,2,2,0,1,6,8538500,1
831,623,2,3,0,2,9,5349500,1
2314,1914,2,1,0,27,8,11073000,1
2355,1548,1,2,0,13,5,11287500,2
3242,2395,2,3,1,14,7,16009000,2
2177,1385,2,2,0,20,7,10746500,4
1896,1312,1,1,0,13,5,9022000,4
2820,1876,5,1,1,26,7,14370000,1
1572,1181,4,3,0,7,3,8884000,3
1630,1047,3,2,0,17,7,8645000,1
3193,2282,1,3,0,21,6,15148500,3
3195,2180,1,2,0,16,6,15057500,1
1117,920,3,3,1,6,2,6656500,4
1513,1225,3,3,0,19,2,8028500,4
2862,1798,2,2,1,0,7,14379000,3
2781,2464,3,2,0,8,1,13704500,1
2932,2414,4,1,1,8,9,15034000,3
2544,1996,4,1,1,10,3,12948000,4
2062,1532,4,2,0,18,6,10819000,1
2472,1615,4,1,1,5,3,12724000,1
3333,2961,4,1,1,6,9,16878500,3
2978,1793,2,2,1,28,10,14491000,2
1907,1540,1,2,0,14,7,9351500,3
1498,1126,3,2,1,19,1,7861000,4
1698,1478,1,3,1,5,4,8791000,4
1789,1277,3,2,1,8,5,9590500,4
1812,1369,2,2,0,29,7,8924000,4
2725,2241,2,2,0,14,7,13332500,4
1287,790,5,1,1,25,5,7391500,2
2668,1644,5,2,1,21,1,13686000,1
1165,772,2,1,0,22,5,5852500,3
1807,1163,2,3,1,5,5,9631500,3
2494,1501,3,2,0,6,4,12603000,4
1426,1122,2,2,1,16,6,7547000,3
1951,1636,1,1,1,5,8,9729500,4
2826,2507,3,3,0,27,10,14177000,2
2411,1765,2,2,0,8,5,11939500,2
1682,1150,3,3,1,26,8,9099000,1
1950,1675,3,3,0,2,5,10485000,2
2244,1914,4,2,1,13,3,11738000,2
3316,2611,5,3,1,5,8,17472000,1
790,538,3,3,0,3,4,5195000,3
1823,1590,3,2,1,15,3,9503500,4
1935,1264,4,1,1,22,3,9967500,4
1307,801,2,2,0,15,6,6881500,3
978,820,3,3,1,22,8,6011000,1
986,758,4,2,1,28,10,6127000,3
2884,1943,1,1,1,8,5,13718000,2
1215,973,4,3,1,3,1,7407500,1
2142,1777,5,3,0,29,1,11209000,1
2930,2500,5,1,1,7,3,15045000,1
2648,1812,2,1,1,23,6,12706000,4
2354,1430,2,3,1,7,2,11903000,3
1063,800,5,1,1,29,1,6103500,1
1566,1341,5,2,0,23,7,8837000,1
771,510,3,1,0,5,2,4569500,1
1746,1268,5,2,0,7,8,10017000,3
1442,976,2,3,1,5,2,7839000,4
1921,1160,5,3,1,25,1,10444500,2
2508,2180,2,3,0,13,10,12726000,4
1289,825,1,3,0,13,2,6540500,1
3222,2674,5,3,1,17,2,16509000,4
2107,1483,2,1,0,12,7,10391500,4
2812,1921,4,1,1,14,1,13974000,2
2624,2315,3,3,1,2,3,13568000,3
2322,1851,2,1,1,5,5,11549000,3
982,791,5,1,1,22,7,6179000,4
2856,2364,5,3,1,29,6,14822000,4
2012,1412,1,1,1,19,8,9724000,3
2183,1678,4,3,1,16,1,11503500,3
2871,1955,2,3,1,19,7,14239500,2
2650,2253,4,3,0,15,9,13875000,1
971,757,1,3,0,5,7,5519500,4
2310,1554,3,1,0,7,6,11655000,3
2069,1799,4,1,0,28,9,10600500,4
1210,936,1,2,1,27,4,5955000,4
715,535,2,2,0,12,10,4477500,3
1046,638,3,3,0,28,6,5947000,2
1991,1738,5,2,1,29,6,10729500,4
1940,1718,1,1,0,12,10,9490000,2
1014,779,5,1,0,19,3,6033000,3
2408,1764,3,2,0,25,7,11986000,1
1647,1165,1,2,0,16,1,7841500,1
3310,2252,1,1,1,20,8,15545000,4
2473,1910,3,2,0,22,8,12388500,3
1673,1068,2,1,0,21,8,8308500,2
1317,1153,1,1,0,2,9,6836500,4
1958,1278,3,2,0,12,4,10071000,3
2205,1816,4,2,1,6,6,11852500,3
2918,2019,5,3,1,19,7,15351000,2
1161,775,1,3,0,4,2,6144500,4
3451,2648,4,3,1,10,6,17579500,3
2894,2400,1,3,1,22,8,14033000,3
986,806,2,3,1,17,4,5647000,3
1301,871,3,1,1,3,5,7294500,2
3206,2241,1,2,0,19,8,15147000,4
1572,1352,3,1,1,21,3,8054000,4
1984,1620,1,3,0,27,6,9588000,4
1583,1288,2,3,0,26,1,7853500,4
2111,1436,2,2,0,6,4,10579500,1
951,796,4,1,0,3,6,5919500,1
2324,1644,2,3,0,9,3,11628000,4
2551,1837,3,3,0,0,1,13029500,2
1879,1289,2,3,0,16,6,9635500,1
2507,1595,1,3,0,4,3,12251500,3
1352,981,2,1,0,16,8,6964000,1
3428,2074,3,1,0,2,7,16836000,3
1624,1196,1,3,1,8,7,8548000,4
1145,936,4,1,1,2,8,7062500,1
2069,1837,4,3,1,2,7,11570500,2
678,422,4,2,0,28,5,4341000,1
1859,1272,1,2,0,8,10,9405500,1
2981,2230,4,2,0,4,8,15334500,1
1488,968,2,1,0,27,8,7356000,4
1705,1082,1,3,0,23,8,8512500,2
3149,2316,1,2,1,9,10,15340500,1
2590,2005,1,2,1,14,6,12525000,2
2100,1776,5,1,0,24,2,10770000,4
3412,3068,3,1,0,11,8,16634000,3
1520,1265,5,2,1,5,10,9290000,1
1149,765,5,3,1,6,1,7350500,2
2661,2193,5,3,1,6,9,14554500,2
991,754,3,3,0,22,9,5969500,4
2957,2174,5,2,0,3,6,15446500,1
3033,2671,4,1,0,28,10,14988500,3
1980,1605,1,3,0,12,6,9870000,2
1573,1265,1,2,1,14,6,7948500,1
939,566,2,2,1,17,4,5235500,3
3244,2788,4,1,0,17,1,15708000,2
1356,1136,3,3,1,6,1,7682000,2
1645,1134,1,2,0,9,1,7972500,3
2938,2020,5,3,1,15,5,15421000,3
2953,1819,2,3,0,22,7,14398500,4
3281,2018,2,3,1,25,1,15664500,1
3272,2619,1,2,1,22,1,15184000,1
1538,1008,4,3,1,28,6,8611000,4
1447,1269,2,1,0,7,2,7271500,2
1041,887,1,2,1,18,2,5274500,3
3150,2219,4,2,0,28,7,15565000,3
729,520,1,3,0,10,9,4430500,3
1196,835,1,3,1,20,8,6432000,2
2558,1605,4,3,0,5,2,13311000,3
2105,1282,4,2,0,28,7,10862500,3
1461,1074,4,1,0,23,5,7764500,4
3240,2860,1,1,0,23,10,15120000,2
1598,1398,2,2,1,9,4,8361000,1
2972,2505,3,1,0,18,10,14614000,4
3095,2440,3,3,1,27,4,15237500,4
2151,1843,1,2,0,13,4,10319500,1
3466,2615,1,1,0,19,9,16167000,4
2240,1465,2,2,0,5,7,11330000,2
2111,1699,4,1,0,3,7,11189500,3
2336,2046,1,2,0,25,4,10912000,2
3356,2033,5,1,0,19,9,16872000,1
2049,1383,4,2,0,14,8,10940500,1
2457,1669,1,2,0,4,10,12176500,4
864,544,5,2,0,15,4,5688000,2
3259,2175,2,2,1,25,6,15615500,2
3479,2488,5,2,1,6,4,17785500,1
3321,2928,1,3,0,27,1,15354500,2
2062,1769,3,2,0,1,5,10809000,1
756,668,1,2,0,12,10,4362000,2
2045,1300,3,2,1,1,3,10782500,2
2898,1763,2,1,1,27,1,13501000,2
2232,1412,2,2,1,25,2,10794000,1
3177,2777,4,3,0,29,2,15616500,4
2974,1924,4,2,0,8,8,15223000,2
1494,1153,3,1,1,19,4,7793000,1
2744,1833,3,1,0,4,3,13518000,1
1112,674,2,2,0,2,4,6164000,2
815,509,5,2,1,1,10,6197500,2
2772,2253,3,2,0,13,1,13564000,4
2306,1509,3,2,1,25,1,11377000,1
2706,1809,5,1,1,7,5,14137000,1
2167,1545,4,2,0,19,7,11321500,3
2808,2238,4,1,1,29,9,14056000,1
2931,2171,3,1,0,11,7,14419500,4
2753,2431,4,3,1,16,5,14268500,3
1728,1261,4,1,0,28,3,8766000,3
827,545,4,2,0,15,8,5421500,3
2965,2255,2,2,0,5,7,14592500,2
2087,1534,1,2,0,5,4,10191500,2
1401,1171,3,2,1,17,1,7464500,1
2222,1956,3,3,1,1,3,11779000,3
2505,2131,2,3,0,7,8,12732500,4
1071,767,1,3,0,26,2,5299500,2
1679,1116,1,3,0,22,9,8465500,4
3272,2860,2,1,1,13,4,15614000,4
2660,1903,5,3,1,1,7,14550000,2
1641,1363,5,1,0,25,10,9084500,2
3341,2996,1,2,1,16,7,15914500,2
2760,2134,5,1,0,26,8,14000000,2
828,616,5,1,1,23,7,5466000,3
770,623,5,3,0,15,4,5465000,3
894,588,1,2,0,25,7,4573000,3
788,588,5,2,0,17,5,5356000,3
1025,711,3,3,1,20,10,6362500,1
1576,1023,1,1,0,5,7,7842000,3
1702,1332,2,3,1,25,3,8659000,2
3305,2553,5,1,1,16,10,16902500,4
1518,1257,4,3,0,17,7,8641000,3
1098,946,1,3,0,13,7,5931000,1
2421,1612,2,2,0,9,2,11814500,2
3409,2842,3,2,1,3,8,17130500,4
1465,1040,2,2,1,17,7,7752500,4
1425,1123,5,3,1,10,9,8912500,3
2458,2101,4,2,1,21,4,12591000,4
2718,1839,5,2,1,15,9,14431000,3
2895,2258,2,3,1,29,1,13847500,3
745,554,1,2,1,3,5,4392500,2
2241,1876,4,1,0,26,10,11464500,2
1919,1552,4,2,0,18,7,10225500,1
3229,2682,2,1,0,5,4,15430500,2
1069,733,5,2,1,24,7,6730500,2
792,642,2,3,0,7,9,5074000,3
1691,1321,4,3,1,17,5,9469500,2
3141,2314,2,2,1,18,5,15174500,3
651,464,4,1,1,17,2,4239500,3
3010,2105,5,2,1,15,5,15545000,2
2420,1459,1,3,0,25,8,11690000,1
3121,2031,1,2,1,6,4,14974500,1
2469,1525,2,3,0,24,2,11930500,4
3168,2707,4,1,1,16,8,15886000,4
2386,2047,1,1,0,26,4,10917000,2
2054,1753,4,3,1,2,5,11403000,1
2467,2085,5,1,1,21,7,12881500,3
3338,2224,2,3,0,14,5,16191000,4
3179,2376,4,3,0,3,10,16545500,3
2607,2274,2,3,0,25,4,12631500,4
2034,1684,4,2,1,15,7,10953000,2
1439,864,4,1,1,13,4,7965500,1
840,619,5,2,1,25,10,5830000,4
1135,684,2,2,0,16,4,5987500,1
2007,1373,3,1,0,8,2,10071500,3
682,498,4,2,0,6,5,4799000,2
1581,1372,4,3,1,13,8,9204500,1
1550,1234,1,2,1,26,4,7505000,2
1210,857,2,3,0,27,2,6205000,1
1173,876,3,1,1,22,9,6538500,3
2933,2479,5,2,1,11,6,15328500,3
1588,1095,3,1,1,16,3,8226000,2
1058,830,5,3,0,8,10,7201000,3
2773,1881,3,2,0,11,5,13808500,4
2122,1578,3,3,0,11,6,11129000,1
3072,1865,2,3,1,7,9,15484000,3
3201,2739,1,3,0,26,5,15034500,4
3257,2001,3,1,0,27,9,15666500,2
2584,1724,4,1,1,9,1,13048000,4
2166,1516,4,1,1,11,10,11577000,2
2759,2172,4,2,1,4,4,14285500,2
3049,2488,1,3,1,19,1,14440500,1
721,450,3,1,0,0,2,4444500,1
872,534,5,3,1,8,2,6114000,4
1917,1609,5,1,1,14,10,10696500,1
997,811,2,3,1,23,5,5626500,1
3118,2648,1,1,1,28,1,14171000,1
1584,1271,3,1,1,1,10,8858000,4
1830,1510,4,1,1,3,3,9875000,3
1733,1236,1,1,0,3,6,8538500,1
1901,1477,1,3,0,28,1,8944500,1
2510,2112,3,1,0,22,1,12005000,4
3216,2095,2,1,0,2,3,15382000,3
2105,1530,2,1,1,15,9,10572500,1
2516,2068,2,3,1,7,2,12632000,2
1419,1078,4,1,1,26,6,7715500,4
3357,2700,4,3,0,6,3,16936500,1
2556,1758,3,2,1,25,6,12752000,1
2968,1809,2,3,1,11,7,14836000,2
778,473,3,2,1,11,7,5081000,2
1496,1320,2,1,1,3,2,7722000,4
2866,2531,1,1,0,14,3,13267000,4
3436,2279,5,3,1,24,4,17432000,2
2572,1656,5,1,1,5,8,13724000,4
2151,1302,2,1,1,2,5,10839500,2
1091,730,3,3,0,6,1,6339500,1
660,462,4,1,1,21,9,4550000,2
1677,1127,2,2,1,23,1,8286500,2
2303,1932,2,2,1,20,2,11213500,3
3185,2627,4,1,1,5,7,16132500,2
3495,2181,2,1,1,0,3,16827500,2
664,537,1,2,1,7,6,3998000,3
1185,896,4,1,1,0,8,7282500,4
2327,1488,1,2,0,15,5,11121500,3
2818,2316,5,3,0,2,1,14791000,1
1134,709,4,2,1,27,10,6813000,3
3340,2181,4,1,1,1,3,16710000,1
2755,1776,3,1,0,5,2,13497500,4
2470,2177,3,2,0,7,6,12575000,3
3461,2801,4,2,0,23,5,16964500,3
1604,1160,5,1,0,6,7,9148000,4
3099,2623,2,1,1,6,2,14875500,1
1829,1215,3,1,1,23,6,9320500,3
3237,2846,5,3,1,20,5,16666500,1
1639,1326,5,3,1,18,6,9565500,3
926,711,3,2,1,17,5,5527000,2
1207,1011,2,2,0,2,7,6741500,3
3306,2623,3,3,0,10,5,16427000,4
601,520,5,3,0,10,7,4954500,4
1633,1386,1,2,0,2,1,8058500,1
3081,2031,3,3,0,27,9,15274500,3
724,486,5,2,1,22,6,5168000,1
1704,1055,3,1,0,0,9,9218000,1
3132,2086,5,2,0,22,1,15604000,2
3299,2319,2,3,1,21,2,15875500,2
2461,1497,5,3,1,26,7,13154500,4
1773,1231,4,3,1,9,4,9948500,1
3447,2866,1,2,1,29,10,16281500,4
728,620,5,3,1,1,1,5556000,3
1037,624,3,2,0,25,5,5716500,1
1350,812,3,1,1,16,4,7205000,1
3148,2026,5,1,1,8,6,16156000,3
1821,1569,4,3,0,17,7,10004500,3
2858,2117,5,2,0,19,3,14531000,4
1501,1343,2,2,1,8,6,8044500,4
2692,2331,4,3,1,24,2,13684000,3
1902,1649,5,2,0,27,10,10419000,4
3182,2031,1,3,1,10,4,15369000,3
2033,1509,4,3,1,16,10,11278500,1
3108,2791,5,1,1,13,9,16026000,1
990,638,1,3,1,17,7,5515000,2
1667,1287,5,2,1,17,2,9311500,1
626,440,2,3,0,11,6,4097000,3
3441,2464,3,1,0,17,4,16444500,4
1147,994,5,1,1,7,8,7271500,2
3268,2537,4,2,1,28,8,16296000,4
1166,965,5,3,0,7,1,7257000,3
1303,1044,5,2,0,25,8,7663500,1
1842,1397,5,2,0,27,10,10149000,2
784,656,5,3,1,7,7,5988000,3
2190,1951,4,1,0,27,1,10765000,2
2513,2236,4,2,1,19,3,12828500,2
1447,1210,5,2,1,14,5,8531500,1
1198,893,3,1,1,7,3,6651000,3
1405,911,5,3,1,13,3,8462500,4
1957,1200,4,3,1,12,1,10566500,2
2726,1824,2,3,0,22,8,13427000,2
3226,2264,5,1,0,7,9,16527000,4
2478,1583,5,2,0,16,5,12981000,3
3060,2042,5,1,0,18,1,15160000,2
1145,715,5,2,1,25,1,6752500,2
2232,1689,1,2,0,5,9,11094000,2
2816,1796,5,3,0,16,1,14502000,3
3328,2738,4,3,0,3,9,17166000,3
3230,2260,4,3,0,24,3,16005000,4
3162,2534,1,1,0,6,3,14759000,3
2679,2316,5,3,0,16,4,14035500,3
2934,1836,3,1,1,28,5,14143000,1
3241,2906,5,3,1,27,6,16594500,4
2526,2004,4,3,0,21,6,13047000,2
1216,749,2,3,1,21,10,6902000,3
2917,2024,2,1,1,27,9,13986500,2
1803,1561,3,2,1,17,1,9273500,2
2359,1837,5,1,1,5,9,12815500,1
3165,2171,1,1,1,29,4,14512500,3
3230,2849,5,1,0,9,7,16405000,4
825,689,3,2,1,17,6,5122500,3
1269,1041,3,1,1,23,9,6950500,2
2363,2047,3,3,0,6,2,12113500,4
1516,1259,2,2,1,13,2,7812000,3
2773,1902,5,1,1,21,7,14258500,2
2721,2109,5,1,0,13,9,14134500,2
1814,1546,1,2,1,9,5,9083000,1
2305,1508,3,1,0,21,7,11402500,1
2442,1584,3,2,1,24,8,12359000,1
2583,1672,4,3,1,8,8,13813500,2
655,431,4,1,0,25,4,4047500,3
1319,832,2,1,1,9,10,7205500,1
3200,2724,5,3,0,1,7,16830000,3
2679,2265,1,1,1,2,1,12715500,1
1173,757,1,1,1,15,4,5828500,4
1266,1027,3,2,1,9,5,7217000,4
883,695,1,1,1,22,10,4683500,1
2344,1600,3,3,0,10,7,12198000,2
2834,1893,5,1,1,9,6,14723000,1
1097,740,1,2,1,11,4,5766500,1
2065,1691,3,3,0,28,3,10382500,2
729,507,5,3,0,13,6,5420500,4
1238,846,5,3,0,29,10,7591000,3
2761,1675,3,3,1,8,5,14164500,1
2660,2320,3,2,0,27,3,12880000,2
3091,2552,2,2,0,12,4,14869500,1
3094,2295,5,2,0,29,2,15343000,2
1585,1399,3,2,0,5,9,8782500,3
1592,1095,5,1,1,10,7,9164000,3
3362,2697,1,2,1,0,10,16479000,4
2721,1881,4,1,1,26,3,13424500,2
3184,2210,4,3,0,14,8,16248000,2
700,597,3,1,0,6,8,4530000,4
2823,2360,3,1,0,10,1,13653500,4
1026,706,5,1,1,16,5,6397000,2
640,399,3,2,0,4,5,4350000,4
1028,727,5,2,0,8,3,6516000,3
943,780,3,3,1,25,2,5493500,1
965,608,5,2,1,15,1,6142500,3
1208,968,3,1,1,10,4,6686000,4
3304,2864,2,2,1,25,10,16018000,2
1327,867,5,2,1,24,2,7641500,2
2876,2469,2,1,0,16,5,13672000,3
1424,876,2,3,0,5,10,8008000,2
1975,1580,2,2,0,14,2,9707500,4
1488,1245,2,3,1,28,1,7536000,3
2643,1938,1,1,1,2,10,13003500,2
1941,1283,4,2,1,27,10,10444500,1
3483,3056,1,3,1,8,10,17063500,1
1896,1148,3,3,0,29,10,9952000,4
716,548,3,1,0,11,9,4552000,2
3465,2466,4,2,0,18,2,16932500,4
3015,2226,4,3,0,17,10,15527500,3
1717,1306,4,3,0,15,4,9426500,1
767,583,2,3,0,7,3,4661500,3
2338,1545,1,3,0,18,1,11111000,2
1964,1578,3,3,0,4,8,10658000,4
3308,2003,1,3,1,11,2,15816000,4
1294,784,1,3,0,5,8,7023000,4
1524,1133,1,3,0,11,1,7588000,3
751,572,4,3,1,25,6,5129500,1
1185,808,4,3,1,14,4,7202500,3
1512,1157,3,2,0,29,3,7674000,3
2921,2204,3,1,0,9,1,14114500,2
2177,1534,3,1,1,16,10,11226500,2
1095,871,1,1,1,6,1,5507500,2
2748,2438,4,3,1,26,7,14146000,1
1156,863,2,1,0,6,6,6182000,1
1705,1425,1,3,1,20,3,8472500,2
2152,1451,5,2,0,24,2,11204000,2
2720,2253,1,1,1,10,10,13190000,1
756,600,4,2,0,1,3,5132000,4
1334,1056,5,2,1,20,8,8053000,1
2779,2411,1,3,0,1,7,13735500,1
2027,1358,4,1,1,13,7,10761500,1
1158,822,4,2,1,17,5,6871000,2
2754,1721,2,1,0,15,10,13393000,4
2912,2381,1,2,0,27,3,13414000,1
754,643,4,2,0,10,1,4843000,2
1596,1151,3,3,1,8,1,8722000,3
2894,2046,4,1,1,6,6,14753000,3
1130,901,2,3,1,3,4,6575000,1
2571,1600,4,3,1,15,7,13569500,3
3185,2191,1,3,1,13,10,15622500,4
1328,942,1,3,0,10,10,7176000,3
1777,1342,5,3,0,29,10,10016500,3
753,559,1,2,1,7,1,4148500,4
691,457,5,1,1,10,6,5059500,1
2985,2275,3,1,0,26,7,14362500,1
2103,1845,2,3,1,28,1,10303500,4
2316,1408,3,1,0,19,2,11242000,4
3097,2490,5,2,0,16,9,15966500,4
2616,2059,4,3,0,27,9,13482000,3
3457,3032,4,2,0,29,6,16876500,4
1386,1099,3,2,0,25,4,7237000,2
872,686,4,3,1,29,7,5644000,3
2627,2182,5,2,0,18,5,13611500,1
3235,2200,2,3,1,9,3,15877500,1
776,604,1,2,0,11,4,4172000,1
3478,2628,5,1,1,0,2,17601000,3
1242,908,5,1,0,1,6,7569000,2
2498,1558,1,1,1,17,3,11701000,4
1166,801,1,3,1,6,7,6527000,4
1265,865,2,2,0,15,4,6592500,1
1931,1578,2,2,0,12,8,9849500,1
2398,2101,2,1,0,3,1,11581000,3
1669,1116,4,1,1,9,9,9330500,2
2949,1835,5,3,0,27,3,14980500,4
1007,906,1,3,0,8,3,5421500,3
1812,1462,5,2,1,17,5,10114000,4
3469,3003,5,3,0,8,10,18050500,1
2453,1577,2,3,0,21,1,11868500,4
1752,1472,2,3,1,9,3,9204000,2
3208,2707,5,1,0,7,4,16196000,2
1741,1123,2,1,1,22,2,8444500,1
3111,2017,4,2,0,10,6,15699500,2
743,511,1,3,1,12,10,4653500,2
3089,2054,5,1,1,23,4,15490500,3
1086,969,1,3,0,12,1,5597000,4
